Price,Date,Close
Ticker,,NVDA
0,2010-01-04 00:00:00+00:00,0.4622499942779541
1,2010-01-05 00:00:00+00:00,0.4690000116825104
2,2010-01-06 00:00:00+00:00,0.47200000286102295
3,2010-01-07 00:00:00+00:00,0.46274998784065247
4,2010-01-08 00:00:00+00:00,0.4637500047683716
5,2010-01-11 00:00:00+00:00,0.4572499990463257
6,2010-01-12 00:00:00+00:00,0.4417499899864197
7,2010-01-13 00:00:00+00:00,0.4477500021457672
8,2010-01-14 00:00:00+00:00,0.44075000286102295
9,2010-01-15 00:00:00+00:00,0.42774999141693115
10,2010-01-19 00:00:00+00:00,0.43575000762939453
11,2010-01-20 00:00:00+00:00,0.4339999854564667
12,2010-01-21 00:00:00+00:00,0.42625001072883606
13,2010-01-22 00:00:00+00:00,0.4115000069141388
14,2010-01-25 00:00:00+00:00,0.41850000619888306
15,2010-01-26 00:00:00+00:00,0.40525001287460327
16,2010-01-27 00:00:00+00:00,0.41624999046325684
17,2010-01-28 00:00:00+00:00,0.4022499918937683
18,2010-01-29 00:00:00+00:00,0.38475000858306885
19,2010-02-01 00:00:00+00:00,0.414249986410141
20,2010-02-02 00:00:00+00:00,0.41850000619888306
21,2010-02-03 00:00:00+00:00,0.421999990940094
22,2010-02-04 00:00:00+00:00,0.39750000834465027
23,2010-02-05 00:00:00+00:00,0.40549999475479126
24,2010-02-08 00:00:00+00:00,0.4047499895095825
25,2010-02-09 00:00:00+00:00,0.40149998664855957
26,2010-02-10 00:00:00+00:00,0.4092499911785126
27,2010-02-11 00:00:00+00:00,0.42800000309944153
28,2010-02-12 00:00:00+00:00,0.4337500035762787
29,2010-02-16 00:00:00+00:00,0.4417499899864197
30,2010-02-17 00:00:00+00:00,0.44600000977516174
31,2010-02-18 00:00:00+00:00,0.4167500138282776
32,2010-02-19 00:00:00+00:00,0.41449999809265137
33,2010-02-22 00:00:00+00:00,0.4152500033378601
34,2010-02-23 00:00:00+00:00,0.40525001287460327
35,2010-02-24 00:00:00+00:00,0.4137499928474426
36,2010-02-25 00:00:00+00:00,0.4099999964237213
37,2010-02-26 00:00:00+00:00,0.4050000011920929
38,2010-03-01 00:00:00+00:00,0.42124998569488525
39,2010-03-02 00:00:00+00:00,0.42100000381469727
40,2010-03-03 00:00:00+00:00,0.41574999690055847
41,2010-03-04 00:00:00+00:00,0.4165000021457672
42,2010-03-05 00:00:00+00:00,0.42925000190734863
43,2010-03-08 00:00:00+00:00,0.4230000078678131
44,2010-03-09 00:00:00+00:00,0.4387499988079071
45,2010-03-10 00:00:00+00:00,0.43974998593330383
46,2010-03-11 00:00:00+00:00,0.429749995470047
47,2010-03-12 00:00:00+00:00,0.4312500059604645
48,2010-03-15 00:00:00+00:00,0.42899999022483826
49,2010-03-16 00:00:00+00:00,0.4440000057220459
50,2010-03-17 00:00:00+00:00,0.45249998569488525
51,2010-03-18 00:00:00+00:00,0.43650001287460327
52,2010-03-19 00:00:00+00:00,0.4312500059604645
53,2010-03-22 00:00:00+00:00,0.43825000524520874
54,2010-03-23 00:00:00+00:00,0.44725000858306885
55,2010-03-24 00:00:00+00:00,0.4322499930858612
56,2010-03-25 00:00:00+00:00,0.4334999918937683
57,2010-03-26 00:00:00+00:00,0.4334999918937683
58,2010-03-29 00:00:00+00:00,0.4390000104904175
59,2010-03-30 00:00:00+00:00,0.44075000286102295
60,2010-03-31 00:00:00+00:00,0.4350000023841858
61,2010-04-01 00:00:00+00:00,0.43050000071525574
62,2010-04-05 00:00:00+00:00,0.43700000643730164
63,2010-04-06 00:00:00+00:00,0.42625001072883606
64,2010-04-07 00:00:00+00:00,0.42899999022483826
65,2010-04-08 00:00:00+00:00,0.421999990940094
66,2010-04-09 00:00:00+00:00,0.4247500002384186
67,2010-04-12 00:00:00+00:00,0.4325000047683716
68,2010-04-13 00:00:00+00:00,0.4415000081062317
69,2010-04-14 00:00:00+00:00,0.44699999690055847
70,2010-04-15 00:00:00+00:00,0.4502499997615814
71,2010-04-16 00:00:00+00:00,0.42649999260902405
